"contact_[0,10)","contact_[10,20)","contact_[20,30)","contact_[30,40)","contact_[40,50)","contact_[50,60)","contact_[60,70)","contact_[70,80)","contact_[80,90)","contact_90+"
0.954570005917144,0.376214271925848,0.281224442979384,1.18298821483514,0.45597146277075,0.261912327535716,0.211905021173326,0.0843205772077067,0.00777416316238338,0.00447682921415969
0.3671125892981,1.15288663547765,0.33028830275478,0.283628228234858,1.50595000952309,0.252727134764973,0.114960352316034,0.122155669604174,0.0213767697057683,0.00634817015574823
0.253170602103611,0.304711883308605,0.847772967232374,0.214058688414005,0.393379925583416,0.750447939141191,0.13566394677904,0.0585357341608619,0.163824230331949,0.0609873032405089
1.00524919537426,0.246989651254812,0.202053308846273,0.747394707201329,0.262299044831325,0.289539567481737,0.279820736013127,0.111021778538187,0.127946618675159,0.063303943001
0.350886371984249,1.18761420223198,0.336264346824145,0.237537527241445,0.751159492408521,0.24315463538302,0.175033905298045,0.210464893209929,0.115580927727378,0.0328299779345848
0.220801651321927,0.218340469360831,0.702759519299016,0.287250625002809,0.266379066161182,0.93957522974241,0.279382479018767,0.108573425409563,0.133566206379027,0.0273552071612568
0.234734216545099,0.130502619002375,0.166931920874055,0.36477219877521,0.251958200023115,0.367103007149695,0.659720889625129,0.239235959628496,0.0904846613532773,0.0228911652651334
0.119819751916222,0.177887103145558,0.0923965394372307,0.185656307925417,0.388638365083947,0.183008814583357,0.306892413005699,0.589512866974134,0.112211616906856,0.0355539244319344
0.0195276146480558,0.0550267182257091,0.457102368937662,0.378208288249895,0.377270530687732,0.397965806730349,0.205180157030038,0.198352884319531,0.813663400475306,0.170053593134294
0.0881053252969338,0.128031307304433,1.33324772992669,1.4661185132266,0.839601846174747,0.638594631400497,0.406690830332526,0.492407128915339,1.33236096342323,1.00253763700364
