"contact_[0,10)","contact_[10,20)","contact_[20,30)","contact_[30,40)","contact_[40,50)","contact_[50,60)","contact_[60,70)","contact_[70,80)","contact_[80,90)","contact_90+"
1.38740817049468,0.468747596721963,0.231547562733947,0.343765653090314,0.271293305709108,0.243167748242501,0.290532231673173,0.114834632729556,0.10128556167017,0.00750773123271508
0.457407272400816,1.08364911332305,0.23227411565669,0.203888665109615,0.377038948473137,0.161036321274279,0.192375251628243,0.157695557552351,0.0130778753947725,0
0.208449291434011,0.214287586436685,0.350590016709156,0.445500065103549,0.395246669460646,0.374202640352593,0.217191962975571,0.120023393140241,0.0915832989953711,0.00246216602393025
0.29211630499168,0.177550699391365,0.420514406176811,0.662754604747135,0.603113762954472,0.423904201172321,0.461830723429162,0.161334303377588,0.0450824584320529,0.00563977598815372
0.208769915567595,0.297338429011408,0.337860054611302,0.546178702212259,0.605070426608899,0.389050403820845,0.456488970753242,0.269637672645755,0.0896001363656949,0.00366630527000805
0.204999286842872,0.139125329790431,0.350423332437367,0.420553044915859,0.426209778383128,0.556724553910535,0.466315502885114,0.229252431842978,0.148732354464604,0.016841196008484
0.321832184085529,0.218383761557288,0.267250602969487,0.602039044166115,0.657107771237484,0.612729273470828,0.9476594204849,0.522435710157657,0.187973856964231,0.0300927204086181
0.163180301424552,0.22964145669873,0.18945258544459,0.269791490473191,0.497905102669841,0.38642251208038,0.670181673271881,0.764051242251336,0.144115785354047,0.00874250391669232
0.254415218254899,0.0336642333825066,0.255535721676125,0.133263071820391,0.292465994702096,0.443153946166914,0.426243574464853,0.254748861917551,0.139810675774746,0
0.147754374995623,0,0.0538255847969223,0.130617140018472,0.0937629833158123,0.393149914529371,0.534635668747994,0.121080058585121,0,0
