"contact_[0,10)","contact_[10,20)","contact_[20,30)","contact_[30,40)","contact_[40,50)","contact_[50,60)","contact_[60,70)","contact_[70,80)","contact_[80,90)","contact_90+"
0.12539671691638,0.0238434742451775,0.0272074805579491,0.0709326452658657,0.0484014151802391,0.0459026797726877,0.0408490088569484,0.00960828578281764,0,0
0.0232666334618345,0.487696884285198,0.0305749038474912,0.0492554297630901,0.0907208218265391,0.016966302492889,0.0129069132589391,0.00604160327742192,0.00193056528448787,0
0.0244933696431331,0.0282072857429212,0.253629825277478,0.0725123058740536,0.0501634123368833,0.0512750933893166,0.0143145498168136,0.0218092938319788,0.0119952343777152,0
0.0602753127081796,0.0428927032238759,0.0684454877420759,0.133296922944215,0.0912215149972225,0.0798377792681479,0.0650014405766016,0.0337198433430305,0.0358352015934177,0
0.0372466225590004,0.0715437668966682,0.0428800911966094,0.0826100343506507,0.0944444419564579,0.0688001789592798,0.0567678482894015,0.051659897739919,0.0146729326354105,0
0.0386976343926725,0.0146578263274349,0.0480167352095409,0.0792066251706972,0.0753714910432463,0.0620282896966161,0.0835905142325729,0.0580054737502962,0.0171159038606232,0
0.0452498012439104,0.0146518860597916,0.0176137828369388,0.084735387164341,0.0817163100476317,0.109836269087961,0.202957278719439,0.14720368204234,0.0546514620980043,0.00360130325458296
0.0136533982209523,0.00879798136965534,0.0344251815840711,0.0563880501764541,0.0953936682353008,0.0977726635255695,0.18883320574152,0.144627591794064,0.0506100680738949,0
0,0.004969538119559,0.0334691030680021,0.105928319123042,0.0478942779829875,0.0509975140604245,0.123925927416686,0.0894617977601883,0.036265570060675,0.00434834585461413
0,0,0,0,0,0,0.0639817586357826,0,0.0340690612022282,0
